Destination Type,Destination,Month,Climate,Activities,Travel Companions,Special Requirement ,Duration,Plan
Beachside,Galle,December,Cloudy,"Beach Hopping, Whale watching, Cycling Tours, Explore Galle fort",Beach/Resort Travel,"Budget Friendly Stay, Public Transport",5,"Day 1 - Beach Hopping, Whale watching, Cycling Tours | Day 2 - Explore Galle fort, Beach Hopping, Whale watching | Day 3 - Cycling Tours, Explore Galle fort, Beach Hopping | Day 4 - Whale watching, Cycling Tours, Explore Galle fort | Day 5 - Beach Hopping, Whale watching, Cycling Tours"
Beachside,Trincomalee,January,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,February,Cloudy,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,Private beachfront dining,1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,March,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Private villa, surfing lessons",1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,April,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,May,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,Private beachfront dining,1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,June,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Private villa, surfing lessons",1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,July,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Private villa, surfing lessons",1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,August,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,September,Cloudy,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya"
Beachside,Trincomalee,October,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,Special meal arrangements,1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,November,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,Vegetarian meal options,1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,December,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick"
Upcountry,Nuwara Eliya,January,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office"
Upcountry,Nuwara Eliya,February,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office"
Upcountry,Nuwara Eliya,March,Sunny,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office"
Upcountry,Nuwara Eliya,April,Sunny,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office"
Upcountry,Nuwara Eliya,May,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,June,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,July,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office"
Upcountry,Nuwara Eliya,August,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office"
Upcountry,Nuwara Eliya,September,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office"
Upcountry,Nuwara Eliya,October,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,November,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,December,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration",Cultural Travel,Special meal arrangements,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Beachside,Mirissa,January,Cloudy,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,Private beachfront dining,1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,February,Sunny,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,"Private villa, surfing lessons, ",1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,March,Sunny,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,April,Sunny,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,May,Cloudy,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,June,Cloudy,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,Private beachfront dining,1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,July,Sunny,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,"Private villa, surfing lessons, ",1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,August,Sunny,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,September,Cloudy,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,"Private villa, surfing lessons, ",1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Mirissa,October,Rainy,"Visit temples, Village tours, Handcraft workshops, Visit art galleries",Cultural Travel,Special meal arrangements,1,"Day 1 - Visit temples, Village tours, Handcraft workshops"
Beachside,Mirissa,November,Rainy,"Visit temples, Village tours, Handcraft workshops, Visit art galleries",Cultural Travel,Vegetarian meal options,1,"Day 1 - Visit temples, Village tours, Handcraft workshops"
Beachside,Mirissa,December,Cloudy,"Temple Visit, Village Tours, Explore local markets",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Temple Visit, Village Tours, Explore local markets"
Beachside,Jaffna,January,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Visit Jaffna library",Cultural Travel,Private beachfront dining,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,February,Sunny,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,March,Sunny,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,April,Sunny,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library",Cultural Travel,Vegetarian meal options,1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,May,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Visit Jaffna library",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,June,Sunny,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,July,Sunny,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,August,Sunny,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library, Nallur festival.",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,September,Cloudy,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,October,Cloudy,"Delft island exploration, Nainativu island exploration, Visit jaffna fort, Visit Jaffna library",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Delft island exploration, Nainativu island exploration, Visit jaffna fort"
Beachside,Jaffna,November,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Visit Jaffna library",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,December,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Visit Jaffna library",Cultural Travel,Special meal arrangements,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Upcountry,Ella,January,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,February,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,March,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,April,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,Vegetarian meal options,1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,May,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,June,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,July,Sunny,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,August,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,September,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,October,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,November,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,December,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Cultural Travel,Special meal arrangements,1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Historical,Sigiriya,January,Sunny,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,February,Sunny,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,March,Sunny,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,April,Sunny,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,Vegetarian meal options,1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,May,Sunny,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,June,Cloudy,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,July,Cloudy,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,August,Cloudy,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,September,Cloudy,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock, Village tours, Explore Dambulla cave temple, Elephant watching",Cultural Travel,"Road map, GPS rental",1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Hiking Pidurangala Rock"
Historical,Sigiriya,October,Rainy,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Village tours, Explore Dambulla cave temple, Cultural tours",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Village tours"
Historical,Sigiriya,November,Rainy,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Village tours, Explore Dambulla cave temple, Cultural tours",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Village tours"
Historical,Sigiriya,December,Rainy,"Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Village tours, Explore Dambulla cave temple, Cultural tours",Cultural Travel,Special meal arrangements,1,"Day 1 - Climbing Sigiriya Rock Fortress, Visit Sigiriya Museum, Village tours"
Beachside,Galle,January,Sunny,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,Private beachfront dining,1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Galle,February,Sunny,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,"Private villa, surfing lessons, ",1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Galle,March,Sunny,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Galle,April,Sunny,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,Eco-friendly accommodation,1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Galle,May,Cloudy,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Galle,June,Rainy,"Explore Galle fort, Tea plantation visits, Visit Museum",Cultural Travel,Private beachfront dining,1,"Day 1 - Explore Galle fort, Tea plantation visits, Visit Museum"
Beachside,Galle,July,Rainy,"Explore Galle fort, Tea plantation visits, Visit Museum",Cultural Travel,"Private villa, surfing lessons, ",1,"Day 1 - Explore Galle fort, Tea plantation visits, Visit Museum"
Beachside,Galle,August,Rainy,"Explore Galle fort, Tea plantation visits, Visit Museum",Cultural Travel,"Private tour guide, spa booking",1,"Day 1 - Explore Galle fort, Tea plantation visits, Visit Museum"
Beachside,Galle,September,Cloudy,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,"Private villa, surfing lessons, ",1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Galle,October,Rainy,"Explore Galle fort, Tea plantation visits, Visit Museum",Cultural Travel,Special meal arrangements,1,"Day 1 - Explore Galle fort, Tea plantation visits, Visit Museum"
Beachside,Galle,November,Cloudy,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,Vegetarian meal options,1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Galle,December,Cloudy,"Beach Hopping, Explore Galle fort, Visit Lighthouse, Visit Rumassala Hill",Cultural Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Beach Hopping, Explore Galle fort, Visit Lighthouse"
Beachside,Trincomalee,January,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick | Day 2 - Fort fredrick, Museum, Visit Kanniya Hot Springs"
Beachside,Trincomalee,February,Cloudy,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,Private beachfront dining,2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,March,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Private villa, surfing lessons",2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,April,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,May,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,Private beachfront dining,2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,June,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Private villa, surfing lessons",2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,July,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Private villa, surfing lessons",2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,August,Sunny,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,September,Cloudy,"Koneswaram Temple, Fort fredrick, Girihandu seya, Village tour, Beachfront festivals",Cultural Travel,Eco-friendly accommodation,2,"Day 1 - Koneswaram Temple, Fort fredrick, Girihandu seya | Day 2 - Village tour, Beachfront festivals, Koneswaram Temple"
Beachside,Trincomalee,October,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,Special meal arrangements,2,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick | Day 2 - Fort fredrick, Museum, Visit Kanniya Hot Springs"
Beachside,Trincomalee,November,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,Vegetarian meal options,2,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick | Day 2 - Fort fredrick, Museum, Visit Kanniya Hot Springs"
Beachside,Trincomalee,December,Rainy,"Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick, Fort fredrick, Museum",Cultural Travel,"Private tour guide, spa booking",2,"Day 1 - Visit Kanniya Hot Springs, Koneswaram Temple, Fort Fredrick | Day 2 - Fort fredrick, Museum, Visit Kanniya Hot Springs"
Upcountry,Nuwara Eliya,January,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops",Cultural Travel,Eco-friendly accommodation,2,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office | Day 2 - Tea plantation visits, Food stops, Visit seetha amman temple"
Upcountry,Nuwara Eliya,February,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops",Cultural Travel,"Road map, GPS rental",2,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office | Day 2 - Tea plantation visits, Food stops, Visit seetha amman temple"
Upcountry,Nuwara Eliya,March,Sunny,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops",Cultural Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office | Day 2 - Tea plantation visits, Food stops, Visit seetha amman temple"
Upcountry,Nuwara Eliya,April,Sunny,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Road map, GPS rental",2,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office | Day 2 - Tea plantation visits, Food stops, Spring Festival"
Upcountry,Nuwara Eliya,May,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration",Cultural Travel,"Private tour guide, spa booking",2,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration | Day 2 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,June,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration",Cultural Travel,Eco-friendly accommodation,2,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration | Day 2 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,July,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Road map, GPS rental",2,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office | Day 2 - Tea plantation visits, Food stops, Spring Festival"
Upcountry,Nuwara Eliya,August,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office | Day 2 - Tea plantation visits, Food stops, Spring Festival"
Upcountry,Nuwara Eliya,September,Cloudy,"Visit seetha amman temple, Visit Holy Trinity Church, Post office, Tea plantation visits, Food stops, Spring Festival",Cultural Travel,"Road map, GPS rental",2,"Day 1 - Visit seetha amman temple, Visit Holy Trinity Church, Post office | Day 2 - Tea plantation visits, Food stops, Spring Festival"
